Date of sale (dd-m-yyyy),Address,Location,Area (m^2),No. of rooms,Area of the plot (m^2),Closing price (kr)
23-Jun-2022,Dösebacka 110,"Romelanda,Kungälvskommun",144+79,6,5634,5780000
22-Jun-2022,Lerskärsvägen 18,"Tjuvkil,Kungälvskommun",65+65,5,1216,3995000
22-Jun-2022,Halltorpsvägen 11,"Kode,Kungälvskommun",107+13,4,1119,4800000
21-Jun-2022,Duvesjön 351,"Romelanda,Kungälvskommun",50+35,2,2418,1750000
21-Jun-2022,Kärnavägen 50,"Bohuslän,Kungälvskommun",128,NaN,525,3200000
21-Jun-2022,Idrottsgatan 14,"Marstrand,Kungälvskommun",114+60,NaN,592,7800000
20-Jun-2022,Äslingsvägen 10,"Tjuvkil,Kungälvskommun",75+43,4,1355,4150000
19-Jun-2022,Solberg 450,"Bohuslän,Kungälvskommun",158,6,5435,5250000
17-Jun-2022,Almvägen 9,"Romelanda,Kungälvskommun",129+10,6,803,5260000
17-Jun-2022,Flateby 525,"Bohuslän,Kungälvskommun",154,6,2814,6275000
16-Jun-2022,Korpedalsvägen 9,"Aröd,Kungälvskommun",47,4,1317,3350000
15-Jun-2022,Östergårdsgatan 23,"Ytterby,Kungälvskommun",180+48,6,840,5600000
15-Jun-2022,Åsleröd 130,"Bohuslän,Kungälvskommun",120+35,4,1566,4700000
13-Jun-2022,Rävo 131,"Bohuslän,Kungälvskommun",140,5,3380,7450000
11-Jun-2022,Situlagatan 4,"Ytterby-Stället,Kungälvskommun",138+27,5,636,6620000
9-Jun-2022,Duvesjön 373,"Duvesjön,Kungälvskommun",149+9,5,1604,4900000
9-Jun-2022,Odlingsgatan 78,"Ytterby,Kungälvskommun",130,5,295,5600000
8-Jun-2022,Östra gatan 29,"Kungälv,Kungälvskommun",192+128,8,384,8300000
6-Jun-2022,Duvesjön 369,"Kungälv-Duvesjön,Kungälvskommun",NaN,4,1198,5050000
4-Jun-2022,Tjuvkils huvud 918,"Tjuvkil,Kungälvskommun",60,4,1376,5150000
3-Jun-2022,Bergåsvägen 10B,"Ytterby,Kungälvskommun",115+78,6,834,5700000
31-May-2022,Lagvägen 29,"Ytterby,Kungälvskommun",101,4,713,4700000
31-May-2022,Lerskärsvägen 49,"Tjuvkil,Kungälvskommun",189,6,1133,7100000
29-May-2022,Sagagatan 6,"Centraltvidälven,Kungälvskommun",280+45,6,768,8500000
27-May-2022,Glose 120,"Glose,Kungälvskommun",64+64,4,1418,3500000
26-May-2022,Toreby 240,"Kärna,Kungälvskommun",89+89,4,1245,3895000
26-May-2022,Tronnum 370,"Kärna,Kungälvskommun",165+36,5,2407,6360000
23-May-2022,Ängsgatan 9,"Centrum,Kungälvskommun",165+16,6,575,5700000
22-May-2022,Storskiftegatan 35,"ÖvreTega,Kungälvskommun",84+11,3,255,4000000
20-May-2022,Lerskärsvägen 36,"Tjuvkil,Kungälvskommun",75,NaN,1156,3800000
17-May-2022,Rörstigen 8,"Centraltvidälven,Kungälvskommun",129+2,5,407,6200000
16-May-2022,Bäckvägen 2,"Kungälv-Lökeberg,Kungälvskommun",95+48,3,1050,6300000
16-May-2022,Hagtornsvägen 1,"Diseröd,Kungälvskommun",120+107,7,788,4650000
16-May-2022,Ulvesund 403,"Ytterby,Kungälvskommun",42,NaN,287,2400000
16-May-2022,Glose 360,"Bohuslän,Kungälvskommun",75,4,2280,3250000
15-May-2022,Skålgropsgatan 16,"Ytterby,Kungälvskommun",120,5,249,4800000
14-May-2022,Fredrik Bagges gata 9,"Koön,Marstrand,Kungälvskommun",135,6,979,9500000
13-May-2022,Åsebyberg 870,"Åsebyberg,Kungälvskommun",117+72,4,2667,4900000
12-May-2022,Aspvägen 8,"Ytterby,Kungälvskommun",130+90,5,602,6210000
11-May-2022,Hällristningsgatan 12,"Ytterby,Kungälvskommun",107,NaN,560,5275000
9-May-2022,Klockarvägen 4,"Romelanda,Kungälvskommun",154,6,561,5000000
8-May-2022,Sjöhåla strandväg 36,"Kovikshamn,Kungälvskommun",179,6,1720,6900000
6-May-2022,Duvesjön 304,"Kungälv,Kungälvskommun",124,4,1180,5600000
3-May-2022,Holm 280,"Kärna,Kungälvskommun",65,3,1893,3300000
29-Apr-2022,Bräcke 220,"Kärna,Kungälvskommun",120,6,1565,5250000
28-Apr-2022,Sundhammarsvägen 790,"Kovikshamn/Sundhammar,Kungälvskommun",78,3,1156,3625000
27-Apr-2022,Vävra 433,"Hålta,Kungälvskommun",198,6,1729,6275000
27-Apr-2022,Grepvägen 393,"Ullstorp,Kungälvskommun",148,5,477,7000000
27-Apr-2022,Torsbyvägen 50,"Ytterby,Kungälvskommun",101+49,4,4904,5550000
26-Apr-2022,Dösebacka 150,"Romelanda,Kungälvskommun",95,2,1600,4950000
25-Apr-2022,Åsebyberg 855,"Åsebyberg,Kungälvskommun",129+18,5,4105,5000000
25-Apr-2022,Lingonvägen 16,"Centralt,Kungälvskommun",134,5,381,5800000
26-May-2017,Dalvägen 17,"Ödsmålsmosse/Rörtången,Kungälvskommun",45+40,5,1036,2395000
25-May-2017,Skrivarevägen 46,"Ytterby,Kungälvskommun",104,4,176,3400000
25-May-2017,Fredkullagatan 21,"Centrum,Kungälvskommun",130+130,7,978,5710000
25-May-2017,Årsnäs 460,"Kode,Kungälvskommun",40,3,2393,2450000
19-May-2017,Husfrejagatan 6,"Iskällan,Kungälvskommun",152+52,6,938,5400000
17-May-2017,Matskärsvägen 70,"Tjuvkil,Kungälvskommun",86,4,1138,3470000
16-May-2017,Västerhöjdsvägen 24,"Kärna,Kungälvskommun",150+15,6,728,5300000
15-May-2017,Plogvägen 209,"Ullstorp,Kungälvskommun",122,5,290,4800000
14-May-2017,Byvägen 63,"ÖdsmålsmossevidRörtången,Kungälvskommun",104,5,1750,3300000
12-May-2017,Myrstigen 4,"Tjuvkil/Lökeberg,Kungälvskommun",56,2,1511,3240000
12-May-2017,"Västra Trädal 205, Villa Kobbskär","KärnaKållstorp,Kungälvskommun",127,5,1236,4635000
10-May-2017,Stora Risby 360,"Bohuslän,Kungälvskommun",43,3,1264,1750000
10-May-2017,Fregattgatan 2,"Kungälv,Kungälvskommun",217+26,7,781,4650000
8-May-2017,Jakobsvägen 21-23,"Aröd,Kungälvskommun",95+65,5,2963,4550000
5-May-2017,Östergårdsgatan 63,"Ytterby,Kungälvskommun",150,6,1556,5700000
5-May-2017,Stora Lycke 330,"Kungälv-Lycke,Kungälvskommun",220,7,3147,7000000
4-May-2017,Tolleröd 115,"Kode,Kungälvskommun",120+100,7,2130,4295000
2-May-2017,Situlagatan 3,"YTTERBY,Kungälvskommun",154+16,6,795,5600000
1-May-2017,Kvarndalsvägen 40,"Lökeberg,Kungälvskommun",56+36,3,1089,2650000
29-Apr-2017,Skäggstorp 180,"Kode,Kungälvskommun",58,2,1353,2360000
27-Apr-2017,Knapegården 170,"Kode,Kungälvskommun",62,3,1256,1840000
27-Apr-2017,Briljantvägen 21,"Kode,Kungälvskommun",150,6,498,4350000
26-Apr-2017,Bergkristallvägen 21,"Kode,Kungälvskommun",127+10,6,531,4250000
26-Apr-2017,Mantalsgatan 29,"Ytterby,Kungälvskommun",193,6,882,5360000
25-Apr-2017,Vallhjonsgatan 14,"Marstrand-Koön,Kungälvskommun",172,6,630,8200000
25-Apr-2017,Bergkristallvägen 3,"Kode,Kungälvskommun",125+9,4,527,4500000
16-Apr-2017,Tryggvasons gata 1,"Iskällan,Kungälvskommun",135+40,7,785,6500000
16-Apr-2017,Snäckvägen 19,"Ödsmålsmosse/Rörtången,Kungälvskommun",90+17,4,1184,3600000
10-Apr-2017,Sjöhåla 440,"SjöhålaTorsby,Kungälvskommun",142,4,1243,4250000
7-Apr-2017,Fontinvägen 42,"Centrum,Kungälvskommun",118+7,4,440,4600000
7-Apr-2017,Solberga 510,"Solberga-Kode,Kungälvskommun",98+58,5,1517,2990000
30-Mar-2017,Helgonagatan 175,"Munkegärde,Kungälvskommun",187,7,721,5150000
30-Mar-2017,Gategården 257,"Bohuslän,Kungälvskommun",126,5,776,4700000
24-Mar-2017,Skårby Station 395,"Kungälv-Kareby,Kungälvskommun",173,7,1922,5095000
24-Mar-2017,"Västra Trädal 215, Villa Solbacka","KärnaKållstorp,Kungälvskommun",156,8,1234,4600000
17-Mar-2017,Västerhöjdsvägen 36,"Kärna,Kungälvskommun",107,5,258,4050000
16-Mar-2017,Stenåldersgatan 12,"YtterbyStället,Kungälvskommun",104+7,4,357,4000000
16-Mar-2017,Lievägen 224,"Ullstorp,Kungälvskommun",122,5,304,4700000
15-Mar-2017,Hövdingagatan 4,"Centrum,Kungälvskommun",115+137,7,906,5325000
11-Mar-2017,Havregången 9,"Kungälv,Kungälvskommun",137,6,402,3700000
8-Mar-2017,Hermansby 224,"Kärna,Kungälvskommun",178,6,1494,5750000
7-Mar-2017,Glose 380,"Kärna,Kungälvskommun",138,5,1119,2900000
4-Mar-2017,Dotorp 540,"Kärna,Kungälvskommun",85,5,1214,3700000
3-Mar-2017,Komministergatan 10,"Kungälv-Centrum,Kungälvskommun",145+125,9,659,6550000
2-Mar-2017,Vävra 800,"Hålta,Kungälvskommun",148+18,9,6109,4460000
2-Mar-2017,Arntorp 220,"Kareby,Kungälvskommun",138+24,6,2125,4200000
24-Feb-2017,Rishammar 110,"Kareby,Kungälvskommun",140+19,6,1205,3550000
24-Feb-2017,Timmervik 150,"Romelanda-Dösebacka,Kungälvskommun",190,6,1345,3510000
22-Feb-2017,Kållstorp 125,"Kode,Kungälvskommun",70,4,12437,3250000
22-Feb-2017,Munkegärdegatan 31,"Munkegärde,Kungälvskommun",118,4,239,3870000
3-Jun-2019,Stora Ryr 240,"Lycke,Kungälvskommun",120,4,1071,3200000
3-Jun-2019,Svartbrödragatan 6,"Komarken,Kungälvskommun",124+70,5,1086,5035000
3-Jun-2019,Norgårdsvägen 7,"Tjuvkil,Kungälvskommun",102+57,4,808,3200000
2-Jun-2019,Hammarberg 860,"Hammarberg,Kungälvskommun",43,3,1017,760000
31-May-2019,Korpedalsvägen 9,"Aröd,Kungälvskommun",48,4,1317,3100000
30-May-2019,Kareby kyrkväg 220,"Bohuslän,Kungälvskommun",131+95,6,1498,4275000
30-May-2019,Lilla Fjellsholmen 58,"LillaFjellsholmen,Kungälvskommun",NaN,4,431,6100000
29-May-2019,Krappvägen 581,"Bohuslän,Kungälvskommun",121,6,316,5100000
28-May-2019,Matskärsvägen 14B,"Tjuvkil,Kungälvskommun",145,6,331,4500000
28-May-2019,Knapegården 126,"Bohuslän,Kungälvskommun",143+40,6,3842,4900000
27-May-2019,Vallby 110,"Solberga-Kode,Kungälvskommun",127+14,5,12135,5050000
24-May-2019,Munkegärdegatan 309,"Munkegärde,Kungälvskommun",118+16,4,440,4135000
21-May-2019,Berghällsvägen 18,"Timmervik,Kungälvskommun",73,4,1221,2400000
17-May-2019,Solskiftegatan 33,"Ytterby,Kungälvskommun",166+47,6,773,4600000
17-May-2019,Solberga 660,"Solberga-Kode,Kungälvskommun",162,5,1664,5320000
16-May-2019,Aspvägen 3,"Ytterby,Kungälvskommun",144+92,7,1561,5610000
16-May-2019,Lagvägen 45,"Ytterby,Kungälvskommun",161,5,647,4700000
14-May-2019,Kareby kyrkväg 260,"Kareby,Kungälvskommun",170+58,5,2934,3300000
14-May-2019,Halltorpsvägen 9,"Kode,Kungälvskommun",96+70,5,1293,3800000
13-May-2019,Akvamarinvägen 6,"Kode,Kungälvskommun",98+95,5,780,3000000
13-May-2019,Norra Arödsvägen 12,"Bohuslän,Kungälvskommun",100+24,3,1883,3100000
12-May-2019,Storskiftegatan 67,"Ytterby,Kungälvskommun",117+49,5,921,5130000
10-May-2019,Tegskiftegatan 70,"Ytterby,Kungälvskommun",117+117,7,1020,5140000
10-May-2019,Oskarsberg 130,"Kareby,Kungälvskommun",135+16,4,2796,3300000
9-May-2019,Jägersberg 340,"Bohuslän,Kungälvskommun",146+30,5,29613,5750000
8-May-2019,Kristinedalsgatan 5,"Bohuslän,Kungälvskommun",137+67,5,701,6700000
6-May-2019,Kyrkeby 290,"Kärna-Harestad,Kungälvskommun",146,5,3580,4510000
6-May-2019,Vallvägen 12,"Kareby,Kungälvskommun",NaN,7,2819,8345000
4-May-2019,Ragnhildsgatan 2,"Centralt,Kungälvskommun",115+53,5,775,4100000
2-May-2019,Rådalsvägen 25,"Aröd,Kungälvskommun",88,4,1462,2600000
30-Apr-2019,Prästbol 120,"Kode,Kungälvskommun",98,5,1380,3400000
30-Apr-2019,Hällristningsgatan 12,"Stället,Kungälvskommun",107,4,560,4450000
29-Apr-2019,Ängsgatan 28B,"Centrum,Kungälvskommun",84,4,136,2800000
27-Apr-2019,Ljungvägen  28,"ÖdsmålsmossevidRörtången,Kungälvskommun",85,4,388,3300000
26-Apr-2019,Kristinedalsgatan 3,"Centrum,Kungälvskommun",87+82,5,1231,5500000
24-Apr-2019,Broberg 120,"Tjuvkil,Kungälvskommun",85+18,3,2064,3075000
19-Apr-2019,Hallbjörtorp 490,"Kärna,Kungälvskommun",150,5,1497,4100000
19-Apr-2019,Häljeröd 400,"Romelanda,Kungälvskommun",89+89,4,1181,2935000
19-Apr-2019,Önneröd 174,"Kärna,Kungälvskommun",145,5,4308,4675000
18-Apr-2019,Grindvakten 2,"Grinden,Kungälvskommun",121,4,396,3900000
18-Apr-2019,Vältvägen 515,"Ullstorp,Kungälvskommun",121,5,371,5125000
17-Apr-2019,Tolleröd 160,"Kode,Kungälvskommun",104+48,5,1582,3400000
15-Apr-2019,Bokvägen 11,"Fontin,Kungälvskommun",112+17,5,600,5325000
15-Apr-2019,Hällristningsgatan 22,"Ytterby,Kungälvskommun",103,4,264,3950000
14-Apr-2019,Kuskalundsvägen 5,"Hålta,Kungälvskommun",75+20,3,1776,2800000
14-Apr-2019,Prästbol 185,"Aröd,Kungälvskommun",129,4,2008,5400000
12-Apr-2019,Munkholmsgatan 5,"Kungälv,Kungälvskommun",117+50,4,759,4550000
11-Apr-2019,Plommeröd 160,"Romelanda,Kungälvskommun",59,3,1418,1580000
11-Apr-2019,Gunneröd 320,"KärnaLycke,Kungälvskommun",145,5,1144,3550000
2-Apr-2019,Skrivarevägen 48,"Ytterby,Kungälvskommun",104,4,167,2995000
26-Oct-2021,Olserödsgatan 16,"Olseröd,Kungälvskommun",118,5,238,4300000
20-Oct-2021,Lundby 330,"Kungälv-Kareby,Kungälvskommun",123+33,4,1870,4175000
20-Oct-2021,Tega 190,"Ytterby,Kungälvskommun",223+129,9,1154,4500000
19-Oct-2021,Prästvägen 721,"Diseröd,Kungälvskommun",210+60,7,1096,5900000
14-Oct-2021,Guntorpsvägen 12,"Kode,Kungälvskommun",139+70,8,1039,4130000
13-Oct-2021,Vetegången 15,"Centrum,Kungälvskommun",124,4,403,4800000
12-Oct-2021,Vävra 470,"Hålta,Kungälvskommun",160+10,5,3244,3750000
6-Oct-2021,Källeröd 140,"Kareby,Kungälvskommun",103+143,7,1769,6000000
6-Oct-2021,Lingonvägen 24,"Munkegärde,Kungälvskommun",142,6,334,5650000
6-Oct-2021,Rishammarvägen 14,"Kareby,Kungälvskommun",168+84,5,795,6500000
1-Oct-2021,Tyftervägen 30,"Diseröd,Kungälvskommun",61+40,6,1683,2700000
1-Oct-2021,Västra Strandgatan 1,"Kungälv-Centrum,Kungälvskommun",120+58,6,640,6175000
1-Oct-2021,Bremnäs 520,"Lycke,Kungälvskommun",44,3,3048,2675000
30-Sep-2021,Halleravägen 2,"Kärna,Kungälvskommun",83,4,1183,5561000
30-Sep-2021,Prästvägen 395,"Kareby,Kungälvskommun",212,6,4712,7200000
30-Sep-2021,Holmängen 150,"Kärna,Kungälvskommun",117+60,4,1276,5400000
29-Sep-2021,Broberg 190,"Kungälv-Lycke,Kungälvskommun",67,4,1755,2075000
27-Sep-2021,Hallbjörtorp 500,"Kärna,Kungälvskommun",162,6,2752,6150000
25-Sep-2021,Bokvägen 5,"Centrum,Kungälvskommun",89+89,5,636,6800000
24-Sep-2021,Byvägen 38,"Rörtången/ödsmålsmosse,Kungälvskommun",30,"1,5",1266,2680000
24-Sep-2021,Safirvägen 5,"Kode,Kungälvskommun",187,7,765,4720000
21-Sep-2021,Skårby 590,"Kareby,Kungälvskommun",107+10,4,1132,4300000
20-Sep-2021,Skårby station 470,"Kungälv-Kareby,Kungälvskommun",35,2,1501,1250000
17-Sep-2021,Älggatan 20,"Klöverbacken-Olseröd,Kungälvskommun",95,4,NaN,4120000
16-Sep-2021,Målardalen 210,"Kode,Kungälvskommun",130+26,9,3056,3325000
16-Sep-2021,Ingegatan 6R,"Komarken,Kungälvskommun",149+71,7,152,5000000
16-Sep-2021,Häljeröd 385,"Romelanda,Kungälvskommun",201,5,2639,5825000
15-Sep-2021,Halleravägen 17,"Kovikshamn,Kungälvskommun",74+18,4,1215,5110000
14-Sep-2021,Skolstigen 4,"Kungälv-Centralt,Kungälvskommun",174+74,7,763,6700000
13-Sep-2021,Toreby 390,"Harestad-Toreby,Kungälvskommun",115+78,5,1819,4720000
11-Sep-2021,Skårby station 520,"Kareby,Kungälvskommun",124+37,5,1060,4445000
8-Sep-2021,Kulperödsvägen 39,"Hålta,Kungälvskommun",129,4,1192,2800000
8-Sep-2021,Kastellegårdsvägen 240,"Kastellegården,Kungälvskommun",108+55,4,1391,4210000
8-Sep-2021,Kareby kyrkväg 320,"Bohuslän,Kungälvskommun",110+80,5,1395,4725000
6-Sep-2021,Munkegärdegatan 231,"Munkegärde,Kungälvskommun",155+40,6,726,6190000
6-Sep-2021,Lievägen 226,"Kungälv,Kungälvskommun",149,5,392,6400000
5-Sep-2021,Betesgatan 14,"Ytterby,Kungälvskommun",170+10,6,752,7475000
3-Sep-2021,Broberg 130,"Lycke,Kungälvskommun",133,5,2400,4995000
2-Sep-2021,Matskärsvägen 36,"Tjuvkil,Kungälvskommun",60,3,1077,3125000
2-Sep-2021,Hermansby 150,"Kärna,Kungälvskommun",110+110,6,2397,5600000
1-Sep-2021,Torsbyvägen 10F,"Ytterby,Kungälvskommun",126,5,234,3470000
1-Sep-2021,Poppelvägen 3,"Diseröd,Kungälvskommun",106+48,5,800,4600000
31-Aug-2021,Kärrhed 177,"Kärna,Kungälvskommun",150,7,1429,5550000
30-Aug-2021,Domsvägen 5,"Ytterby,Kungälvskommun",95+45,6,1043,5775000
27-Aug-2021,Ulvesund 414,"Hisingen,Kungälvskommun",44,NaN,744,1625000
27-Aug-2021,Älggatan 16,"Klöverbacken-Olseröd,Kungälvskommun",122+21,6,NaN,4375000
27-Aug-2021,Kungälvsvägen 60,"Kungälv-Centralt,Kungälvskommun",102,4,1114,3650000
25-Aug-2021,Olserödsgatan 116,"Olseröd,Kungälvskommun",150+34,5,725,6150000
25-Aug-2021,Lefstad 370,"Kärna,Kungälvskommun",105+64,5,1759,6100000
24-Aug-2021,Tjuvkil 310,"Tjuvkil,Kungälvskommun",85,3,1027,3800000
